course_id,title,credits,course_type,description,Prerequisites,OnlyOneOfThese,skills_taught
ACCT 6386,Governance Risk Management and Compliance,3,Elective,"GRC examines, from the perspective of corporate directors, senior officers, professional service providers, and consultants the relationship between Corporate Governance and selected components: risk management, compliance, regulations, and regulatory reporting. In addition, these will be linked to two other aspects of Corporate Governance: ethics and corporate culture. Experts in the field provide insights into how systems of corporate governance are designed, developed, and implemented. GRC benefits graduates interested in pursuing careers as auditors (external and internal), consultants, forensic accountants, risk management experts, compliance officers, and ethics officers.",None,None,"Corporate Governance, Risk Management, Enterprise Risk Management, Compliance, Regulatory Reporting, Internal Control, Internal Control Frameworks, Business Ethics, Corporate Culture, Board Governance, Management Oversight, Internal Audit, External Audit, Stakeholder Analysis, Regulatory Environment Analysis, Governance Research, Governance Reporting, Technology Governance, AI Governance, Cyber-Organization Risk, Private Entity Governance, Nonprofit Governance, GRC Analysis, Presentation Skills, Research Writing"
BUAN 6386,SAP Cloud Analytics,3,Elective,"In the evolving field of Artificial Intelligence, mastering cloud analytics is essential. Covers cloud computing, data management, big data analytics, machine learning, AI integration, security, and compliance. Hands-on experience offered with tools like SAP BTP, Google Cloud Analytics, and Jupyter Notebooks. Exposure to cloud platforms, managing large datasets, deploying machine learning models, integrating AI solutions, and ensuring data security. Ideal for data scientists, AI practitioners, and IT professionals, the course recommends basic knowledge of AI, machine learning, and cloud computing.",None,None,"cloud analytics, cloud computing, cloud data management, big data analytics, machine learning deployment, AI integration, cloud-based machine learning, cloud analytics platforms, large-scale data processing, cloud data storage, cloud data workflows, SAP BTP analytics tools, Google Cloud Analytics, Jupyter Notebook data analysis, AI-enabled data systems, cloud security for data, data governance in cloud environments, compliance in cloud computing, AI-powered analytics, enterprise cloud data solutions"
MIS 6319,Intelligent Enterprise Systems with SAP,3,Elective,"This course provides students with an understanding of intelligent enterprise systems using the SAP S/4 HANA platform. The course focuses on managing enterprise-wide business processes such as Design to Operate, Record to Report (Core Finance), Lead to Cash, Source to Pay, and Hire to Retire, and integrations among them in large organizations. The course also introduces enterprise-wide analytics, enterprise system development methodologies, project management, and cloud solutions (Ariba, Concur, SuccessFactors, and Fieldglass). The course relies heavily on hands-on experience and case studies that utilize SAP Fiori and SAP GUI.",None,None,"enterprise resource planning (ERP), SAP S/4HANA, intelligent enterprise systems, enterprise business processes, design-to-operate processes, record-to-report (core finance), lead-to-cash processes, source-to-pay procurement, hire-to-retire HR systems, enterprise process integration, enterprise-wide analytics, ERP analytics, enterprise systems development methodologies, enterprise IT project management, cloud enterprise solutions, SAP Ariba procurement systems, SAP Concur expense management, SAP SuccessFactors HR systems, SAP Fieldglass workforce management, SAP Fiori interface, SAP GUI systems, enterprise system implementation, business process management in ERP, enterprise digital transformation"
MIS 6309,Business Data Warehousing,3,Elective,"In the evolving field of Artificial Intelligence, mastering cloud analytics is essential. Covers cloud computing, data management, big data analytics, machine learning, AI integration, security, and compliance. Hands-on experience offered with tools like SAP BTP, Google Cloud Analytics, and Jupyter Notebooks. Exposure to cloud platforms, managing large datasets, deploying machine learning models, integrating AI solutions, and ensuring data security. Ideal for data scientists, AI practitioners, and IT professionals, the course recommends basic knowledge of AI, machine learning, and cloud computing.",None,None,"cloud analytics, cloud computing, cloud data management, big data analytics, machine learning in the cloud, machine learning model deployment, AI integration, AI-enabled analytics, cloud-based AI solutions, cloud data platforms, large-scale dataset management, distributed data processing, cloud data pipelines, SAP Business Technology Platform (SAP BTP), Google Cloud Analytics, Jupyter Notebook data analysis, cloud data workflows, cloud-based data science, AI-driven data systems, data security in cloud environments, cloud governance and compliance, enterprise cloud analytics solutions"
MIS 6332,Intelligent Enterprise Systems Configurations and Implementation with SAP,3,Elective,"The course focuses on Intelligent Enterprise System business processes and configuring an Intelligent Enterprise System from start up with hands-on experience with configuring Sales, Material Management, Production, Financial Accounting, and Management Accounting Modules on the S/4HANA platform. Several case studies are provided by which students can configure the Intelligent Enterprise System to meet the requirements so that products can be produced, purchased, sold, and generate reports - analytics. ",None,"MIS 6319, OPRE 6390","intelligent enterprise systems, SAP S/4HANA configuration, enterprise system implementation, ERP system configuration, sales and distribution processes, materials management systems, production planning systems, financial accounting systems, management accounting systems, enterprise business process configuration, integrated enterprise operations, procurement and purchasing systems, product lifecycle operations, enterprise resource planning analytics, operational reporting and analytics, ERP case study analysis, enterprise system customization, cross-functional business process integration, ERP-driven business operations, enterprise systems management"
MIS 6369,Supply Chain Software with SAP,3,Elective,"This course introduces supply chain planning with software such as SAP's S/4 HANA and Integrated Business Planning (IBP) with case discussions and lab exercises. This software is used in lab exercises with a focus on the supply planning function of supply chain management. Topics include fundamentals of ERP and SAP, master and transaction data, MRP, forecasting, supply and demand matching. This course is intended for students with interests in software-based supply chain management or digital supply chains. Emerging trends including Artificial Intelligence and Blockchain Solutions in supply chain systems will also be discussed. No prior SAP experience required.",None,None,"supply chain planning, supply chain management systems, SAP S/4HANA supply chain modules, SAP Integrated Business Planning (IBP), ERP fundamentals, SAP enterprise systems, supply planning processes, master data management, transactional data management, material requirements planning (MRP), demand forecasting, supply and demand matching, digital supply chain systems, supply chain analytics, ERP-based supply chain operations, supply chain case study analysis, AI in supply chain systems, blockchain in supply chain management, software-based supply chain planning, enterprise supply chain optimization"
BUAN 6368,Applied Cybersecurity Analytics and Risk Management,3,Elective,"Students will explore IT Security and Analytics, perform hands-on exercises identifying security gaps with simulated data (application logs, network monitor logs, firewall logs, etc), and create predictions about potential security threats that could exploit the gaps. This course allows students to get an in-depth exposure to cybersecurity concepts and topics including security and risk management (legal, regulatory compliance), asset security (data classification, ownership, data security, and privacy), security engineering (security architecture, design, and security models), telecommunication and network security (perimeter protection, network attacks, IDS, IPS, firewalls), identity and access management (authentication, authorization, identity as a service), security assessment and testing, security operations (business continuity, disaster recovery, incident management, vulnerability and patch management), cryptography, and software development security. They will evaluate simulated data to identify security flaws and predict an organization's security position.",None,None,"IT security analytics, cybersecurity fundamentals, security risk management, regulatory and legal compliance in cybersecurity, asset security and data classification, data ownership and privacy protection, security architecture and design, security models and frameworks, network and telecommunications security, perimeter defense systems, network attack analysis, intrusion detection systems (IDS), intrusion prevention systems (IPS), firewall security monitoring, identity and access management (IAM), authentication and authorization systems, identity as a service (IDaaS), security assessment and testing, vulnerability management, patch management processes, security operations management, incident response and incident management, business continuity planning, disaster recovery planning, applied cryptography, secure software development, security log analysis, threat detection using analytics, predictive cybersecurity analytics, security gap analysis, organizational security posture evaluation"
MIS 6316,Data Communications,3,Elective,"This course provides students with an understanding of intelligent enterprise systems using the SAP S/4 HANA platform. The course focuses on managing enterprise-wide business processes such as Design to Operate, Record to Report (Core Finance), Lead to Cash, Source to Pay, and Hire to Retire, and integrations among them in large organizations. The course also introduces enterprise-wide analytics, enterprise system development methodologies, project management, and cloud solutions (Ariba, Concur, SuccessFactors, and Fieldglass). The course relies heavily on hands-on experience and case studies that utilize SAP Fiori and SAP GUI.",None,None,"intelligent enterprise systems, SAP S/4HANA enterprise platform, enterprise resource planning (ERP), enterprise business process management, design-to-operate processes, record-to-report (core finance), lead-to-cash processes, source-to-pay procurement systems, hire-to-retire human capital management, cross-functional business process integration, enterprise-wide analytics, ERP analytics and reporting, enterprise systems development methodologies, enterprise IT project management, cloud enterprise solutions, SAP Ariba procurement solutions, SAP Concur expense management systems, SAP SuccessFactors HR systems, SAP Fieldglass workforce management, SAP Fiori user interface, SAP GUI enterprise systems interface, ERP implementation and configuration, enterprise digital transformation, enterprise case study analysis"
MIS 6330, Cybersecurity Fundamentals,3,Elective,"This course prepares business decision makers to recognize the threats and vulnerabilities present in current information systems and how to design and develop secure systems. This course introduces the concept of defense-in-depth and covers different layers in a typical security architecture. Topics include security risk management, cyber laws related to security and privacy, access controls, network security, host security, detective controls, cryptography, and communications security.",None,None,"information systems security, cybersecurity risk management, secure system design, defense-in-depth strategy, multi-layered security architecture, access control systems, network security, host security, detective security controls, cryptography applications, communications security, cyber laws and privacy regulations, vulnerability identification, threat assessment, secure system development, enterprise cybersecurity practices"
MIS 6333,Digital Forensics and Incident Management,3,Elective,"This course discusses methods and techniques for responding to security incidents and breaches and in-depth coverage of digital forensics of client devices, databases, web servers, application servers, and computer networks. The use and application of data analysis techniques in support of forensic efforts and chain of evidence are also discussed. The course provides students with opportunities to work hands-on utilizing a digital forensics lab.",MIS 6330,None,"incident response, security breach management, digital forensics, client device forensics, database forensics, web server forensics, application server forensics, network forensics, forensic data analysis, evidence handling and chain of custody, forensic investigation techniques, cybersecurity incident handling, digital forensic lab exercises, applied forensic analytics, forensic reporting and documentation, cybercrime investigation methods"
MIS 6337,Information Technology Audit and Risk Management,3,Elective,"Management's role in designing and controlling information technology used to process data is studied. Topics include the role of internal and external auditors in systems development, information security, business continuity, information technology, internet, change management, and operations. Focus is placed on the assurance of controls over information technology risks and covers topics directly related to the Certified Information Systems Auditor (CISA) exam. ",ACCT 6380 or ACCT 6334,None,"IT governance, information technology management, IT control and oversight, internal auditing in IT, external auditing in IT, systems development auditing, information security management, business continuity planning, IT risk management, change management in IT, IT operations management, IT assurance, information technology compliance, audit controls for IT systems, enterprise IT governance, CISA-aligned IT practices, IT auditing methodologies"
MIS 6384,Preparing for Cybersecurity Threats,3,Elective,"Threats from cyber criminals always exist, but the level of preparation and investment in cybersecurity varies greatly between organizations. This course discusses the current threat environment and specific risk mitigation countermeasures that should be deployed. Students learn through hands-on lab and analysis of well-publicized hacks, on how to build and manage secure networks, and specific steps necessary to harden the technology environment and reduce vulnerabilities before they can be exploited. ",None,None,"cybersecurity threat analysis, cyber risk assessment, threat mitigation strategies, network hardening, vulnerability management, secure network design, cybersecurity defense planning, proactive security measures, hands-on cybersecurity labs, analysis of real-world cyber attacks, enterprise cyber defense, security control implementation, IT environment hardening, risk reduction strategies, organizational cybersecurity preparedness, cyberattack prevention, network security management, defensive cybersecurity techniques"
ACCT 6301,Financial Accounting,3,Elective,"Introduces the preparation, interpretation, and analysis of financial statements. Students learn the accounting principles and assumptions used in financial reporting and how financial information supports business and investment decision-making.",None,None,financial accounting; financial statement analysis; financial reporting; accounting principles; financial literacy; business decision support
FIN 6301,Financial Management,3,Elective,"Covers fundamental corporate finance concepts and their application to managing company finances. Topics include financial planning, capital budgeting, investment evaluation, and financial performance analysis.",(ACCT 6301 or ACCT 6305 or ACCT 6330 or HMGT 6311) and (BUAN 6359 or OPRE 6359 or OPRE 6301),SYSM 6312,corporate finance; financial management; capital budgeting analysis; financial performance evaluation; investment decision making; financial planning
FIN 6307,Mathematical Methods for Finance,3,Elective,Develops quantitative and mathematical techniques used to analyze financial markets and support financial decision-making. Students apply analytical models to evaluate financial instruments and market behavior.,FIN 6301; OPRE 6303 or equivalent,None,quantitative finance; financial modeling; mathematical finance methods; financial market analysis; quantitative decision making; statistical financial analysis
FIN 6352,Financial Modeling for Valuation,3,Elective,"Focuses on constructing financial models used for company valuation, mergers and acquisitions analysis, and leveraged buyout evaluation. Students learn to build valuation models using financial data and computational tools.",FIN 6301,ENTP 6355,financial modeling; company valuation; merger and acquisition analysis; leveraged buyout modeling; investment evaluation; financial forecasting
FIN 6353,Financial Modeling for Investment Analysis,3,Elective,"Develops financial models used to analyze investments such as stocks, bonds, options, and portfolios. Students learn techniques for evaluating asset performance and supporting portfolio decision-making.",FIN 6301,None,investment modeling; portfolio analysis; asset valuation; financial forecasting; investment decision making; portfolio performance evaluation
FIN 6360,Derivatives Markets,3,Elective,"Examines derivative securities including futures, options, and swaps. Topics include pricing models, hedging strategies, portfolio insurance, and financial risk management applications in financial markets.",FIN 6307,None,derivatives markets; options pricing; futures contracts analysis; financial risk management; hedging strategies; derivative valuation
FIN 6368,Financial Data Analytics,3,Elective,Explores financial data sources and analytical methods used in investment analysis and financial problem solving. Students learn to analyze financial datasets using modern data analytics techniques to support financial decisions.,FIN 6307,None,financial data analytics; financial data management; investment analytics; data-driven finance; financial problem solving; quantitative financial analysis
FIN 6382,Programming of Financial Applications and Analyses,3,Elective,"Introduces programming techniques used in financial applications with emphasis on Python. Students develop programs for financial modeling, financial data analysis, and automation of financial processes.",FIN 6307,None,python programming; financial programming; computational finance; financial data processing; automation of financial analysis; quantitative modeling
FIN 6392,Financial Technology and Blockchain,3,Elective,"Examines emerging financial technologies and their applications in valuation, investing, and digital financial systems. The course explores fintech innovations including blockchain-enabled financial services.",BUAN 6359 or FIN 6307,None,financial technology; blockchain in finance; digital finance systems; fintech innovation analysis; technology-driven investing; financial technology strategy
MIS 6398,Blockchain Technology and Applications,3,Elective,"Introduces blockchain technology and its business applications including digital payments, smart contracts, supply chain finance, and decentralized value networks. Students gain hands-on exposure to blockchain tools and platforms.",None,None,blockchain technology; distributed ledger systems; smart contracts; digital asset systems; blockchain business applications; decentralized finance concepts
BUAN 6385,Robotic Process Automation,3,Elective,"Introduces robotic process automation (RPA) concepts and tools for automating business processes. Students learn to identify automation opportunities, design business process management workflows, implement automation triggers, and measure performance through KPIs. The course also explores the integration of AI and machine learning techniques to automate repetitive operational tasks and analyze generated data to support data-driven decision making.",None,MIS 6385; SYSM 6339,robotic process automation; business process automation; workflow automation; business process management; KPI measurement; operational analytics; automation strategy; data-driven decision making
MIS 6398,Blockchain Technology and Applications,3,Elective,"Introduces blockchain technology and its applications across modern business environments including digital payments, ownership verification, smart contracts, and supply chain finance. The course explores the emerging token and digital economy and discusses opportunities and challenges associated with decentralized systems. Students gain hands-on experience working with blockchain tools and platforms.",none,none,blockchain technology; distributed ledger systems; smart contracts; digital asset systems; decentralized finance concepts; blockchain business applications
OPRE 6302,Operations Management,3,Elective,Provides an overview of operations management and the processes required to deliver products and services effectively. Students examine models and analytical methods that support operational decision making in manufacturing and service environments and learn how firms compete globally through efficient operations strategies.,OPRE 6301 or BUAN 6359 or OPRE 6359,SYSM 6334,operations management; process optimization; operations strategy; operational decision making; production systems analysis; service operations management
OPRE 6304,Analytics for Innovation in Demand and Supply Management,3,Elective,"Examines operational and pricing challenges in demand and supply management including supply chain configuration, supplier contracts, inventory management, product allocation, and dynamic pricing. The course emphasizes analytical approaches and business cases to understand how these decisions interact across the firm and how data-driven strategies improve operational performance.",none,none,supply chain analytics; demand management; inventory optimization; pricing analytics; supply chain coordination; data-driven operations decisions
OPRE 6332,Spreadsheet Modeling and Analytics,3,Elective,"Focuses on building analytical models using spreadsheets for business decision making. Students learn effective spreadsheet design, optimization techniques, simulation modeling, sensitivity analysis, and decision analysis to evaluate trade-offs, constraints, and uncertainty across business functions such as finance, marketing, and operations.",none,HMGT 6335,spreadsheet modeling; optimization modeling; simulation analysis; sensitivity analysis; decision modeling; quantitative business analysis
OPRE 6335,Risk and Decision Analysis,3,Elective,"Provides an overview of analytical methods used in risk assessment, risk management, and decision analysis. The course explores probabilistic risk modeling, reliability analysis, six sigma methods, and advanced decision optimization techniques used in industry and finance to support complex business decisions.",OPRE 6301 or OPRE 6359 or BUAN 6359 or SYSM 6303,SYSM 6304,risk analysis; decision analysis; probabilistic modeling; risk management strategies; reliability analysis; decision optimization
OPRE 6377,Demand and Revenue Analytics,3,Elective,"Examines analytical approaches used to manage demand and revenue in industries with capacity constraints and perishable products such as airlines, hotels, and retail. Students learn forecasting methods that incorporate pricing and economic factors and explore revenue management strategies including overbooking, dynamic pricing, and demand forecasting.",none,none,demand forecasting; revenue management; pricing analytics; demand modeling; revenue optimization; capacity management
OPRE 6378,Supply Chain Strategy and AI-Enabled Processes,3,Elective,"Explores strategic supply chain design and global operations management with an emphasis on value creation in international markets. Students examine sourcing strategies, make-or-buy decisions, and operational restructuring while studying how AI-enabled information technologies improve coordination and visibility across global supply chains.",none,none,supply chain strategy; global operations management; strategic sourcing; supply chain optimization; AI-enabled supply chains; operations strategy
